std,diff,peakIndex,maxPeak,minPeak,cluster
1.1564489467889044e-05,1.2664700000000001e-05,658844,2.7811e-05,-2.031e-05,0
1.8002972694746696e-05,1.7868279999999998e-05,660207,4.3675e-05,-2.833e-05,2
8.680829414643557e-06,1.4755000000000002e-05,672255,2.8103e-05,-1.6113e-05,0
1.8655962755208926e-05,1.63809e-05,679430,3.6804e-05,-3.2562e-05,2
1.88457458709745e-05,4.1228000000000006e-05,683837,4.2653e-05,-5.293e-05,1
1.1840860560236872e-05,2.0323039999999998e-05,686187,2.7018e-05,-3.3242e-05,2
1.3534384512065284e-05,2.4122700000000002e-05,686864,2.8224e-05,-2.8959e-05,2
1.6343485831835857e-05,3.624084e-05,689818,3.5003e-05,-5.2737e-05,1
1.0066834507533266e-05,1.52725e-05,690756,2.7809e-05,-1.4506e-05,0
1.7042599577818764e-05,2.126193e-05,691600,3.319e-05,-2.6366e-05,2
1.5693831936766456e-05,1.13446e-05,691643,2.6708e-05,-2.6366e-05,0
1.3885928994181207e-05,1.4222300000000001e-05,695792,2.9977e-05,-3.3446e-05,0
1.436109042373878e-05,2.4573000000000003e-05,696261,3.0298e-05,-2.9082e-05,2
1.1463910638839867e-05,2.02327e-05,698650,3.1347e-05,-2.0425e-05,2
1.3756005387023086e-05,2.1069199999999998e-05,699941,2.9697e-05,-2.7833e-05,2
1.2468802980609322e-05,2.20835e-05,703391,3.341e-05,-2.2588e-05,2
1.1371214016207505e-05,1.2857399999999998e-05,703433,2.7418e-05,-2.2588e-05,0
9.733239565317524e-06,1.43829e-05,704128,2.6886e-05,-1.4882e-05,0
9.350801739072225e-06,2.14695e-05,709905,2.808e-05,-1.5898e-05,2
1.4351586813176027e-05,1.99559e-05,710716,2.7926e-05,-2.6986e-05,2
9.855129386411971e-06,1.4728100000000002e-05,716770,2.8494e-05,-1.838e-05,0
8.680528936056282e-06,2.18427e-05,717322,2.8688e-05,-1.9213e-05,2
1.2589665820590518e-05,1.54689e-05,719994,2.9561e-05,-2.0591e-05,0
9.049084363707202e-06,1.59232e-05,727315,2.7806e-05,-1.6118e-05,0
8.482674608080989e-06,1.42441e-05,735028,2.7688e-05,-1.2347e-05,0
9.780998280040412e-06,1.5255799999999999e-05,735974,2.7187e-05,-1.693e-05,0
9.573101868583555e-06,1.3936899999999999e-05,738263,2.6915e-05,-2.1197e-05,0
1.5208780550809064e-05,1.4137199999999999e-05,740379,2.8435e-05,-2.947e-05,0
1.6223923125457e-05,2.9357306e-05,760996,3.5607e-05,-4.2223e-05,1
1.2261025864449842e-05,1.21364e-05,761040,2.7209e-05,-1.7355e-05,0
1.680034969817045e-05,2.764e-05,764512,3.8406e-05,-3.6732e-05,1
1.1582914369367899e-05,1.5078299999999998e-05,772383,2.7086e-05,-2.7206e-05,0
9.774110843618297e-06,1.3276900000000002e-05,773857,2.7985e-05,-1.7383e-05,0
1.6743796793008176e-05,2.33169e-05,775233,3.0192e-05,-3.2175e-05,2
8.708331012329975e-06,1.4542599999999999e-05,778615,2.7391e-05,-1.6653e-05,0
1.1243207863806085e-05,1.27878e-05,793943,2.94e-05,-2.1039e-05,0
1.2030662560829777e-05,1.28973e-05,794431,2.9108e-05,-2.333e-05,0
1.2480441781565165e-05,1.30685e-05,797479,2.8086e-05,-2.748e-05,0
1.5110142649406469e-05,1.97478e-05,801326,3.186e-05,-3.0313e-05,2
1.4877478333522751e-05,2.36601e-05,803952,3.8531e-05,-2.6392e-05,2
1.846801476943864e-05,3.05636e-05,809788,3.6939e-05,-4.2758e-05,1
1.096999123349961e-05,1.0578000000000001e-05,816471,3.0039e-05,-1.7969e-05,0
1.6575112888297197e-05,2.498668e-05,818511,3.7191e-05,-3.16e-05,2
1.807084569986824e-05,2.4829999999999998e-05,823718,4.5169e-05,-2.5105e-05,2
8.315890448372175e-06,1.58018e-05,824760,2.6828e-05,-1.699e-05,0
8.981125804669244e-06,1.21573e-05,826066,2.679e-05,-1.2337e-05,0
1.5791256073484555e-05,2.33598e-05,833421,3.6257e-05,-3.2108e-05,2
8.90804764365884e-06,2.18115e-05,835828,2.9534e-05,-1.7958e-05,2
1.4678714929081728e-05,1.34274e-05,838213,3.071e-05,-2.5544e-05,0
1.5307092634841286e-05,2.1535299999999997e-05,839621,3.1494e-05,-2.9672e-05,2
1.5643174696830636e-05,1.5225e-05,844689,2.9452e-05,-3.0882e-05,0
1.699009661303341e-05,3.2144e-05,850706,3.6393e-05,-4.5742e-05,1
1.637333414577872e-05,3.19452e-05,854617,3.3112e-05,-4.6655e-05,1
1.8592608927672365e-05,3.38391e-05,857223,3.9514e-05,-4.7625e-05,1
1.1680696310783318e-05,1.2577299999999999e-05,857481,2.8132e-05,-1.5301e-05,0
9.381805086476171e-06,1.57274e-05,858788,3.3442e-05,-1.3439e-05,0
9.20800740204593e-06,1.2767e-05,868283,2.727e-05,-2.1834e-05,0
1.072817153936793e-05,1.2544300000000001e-05,871016,2.7041e-05,-2.6609e-05,0
1.841506184338806e-05,3.799e-05,872501,4.9705e-05,-4.1848e-05,1
1.3055816383270305e-05,1.52979e-05,876417,3.1283e-05,-2.2589e-05,0
1.8769088994858757e-05,2.08396e-05,876861,3.3083e-05,-3.4238e-05,2
9.43312079321409e-06,1.48447e-05,883824,2.6663e-05,-1.8415e-05,0
8.854601237931744e-06,1.2586000000000001e-05,884037,2.8388e-05,-1.2748e-05,0
1.0723847736252413e-05,1.793546e-05,893040,3.17e-05,-2.0021e-05,0
1.54680472716032e-05,1.4769899999999999e-05,900419,2.7482e-05,-2.3554e-05,0
1.1023754009532e-05,1.67645e-05,904146,2.7377e-05,-2.1594e-05,0
1.2803940613955437e-05,1.69286e-05,910010,3.163e-05,-2.2217e-05,0
1.6984838410092425e-05,1.3391490000000001e-05,910184,3.4371e-05,-2.3545e-05,0
1.7356267914863415e-05,2.28579e-05,915537,3.529e-05,-3.0712e-05,2
1.3964116814299936e-05,1.0033e-05,915579,2.6768e-05,-3.0657e-05,0
1.355357592569554e-05,1.4565500000000001e-05,915757,2.7277e-05,-2.5843e-05,0
1.4586868877976448e-05,1.26708e-05,920403,3.0956e-05,-2.8626e-05,0
1.0730438020020087e-05,1.1926500000000002e-05,920439,2.8049e-05,-1.8628e-05,0
8.837060254237586e-06,1.5121999999999999e-05,931686,2.7797e-05,-1.2927e-05,0
1.4649528886483135e-05,2.9289e-05,936613,2.7649e-05,-4.9082e-05,1
1.3773083138225722e-05,2.0138000000000003e-05,941327,3.2357e-05,-3.4089e-05,2
1.623189425497643e-05,1.58268e-05,943371,3.1234e-05,-2.5341e-05,0
1.198579093842145e-05,1.48635e-05,943429,2.8102e-05,-2.5431e-05,0
2.1653541660168525e-05,2.85639e-05,949867,3.9886e-05,-4.1459e-05,1
1.4087614489822918e-05,1.0510999999999998e-05,949910,2.7093e-05,-3.7831e-05,0
1.5358308408837972e-05,3.6043999999999996e-05,951296,4.2825e-05,-3.5891e-05,1
1.0987147924523115e-05,2.15072e-05,952467,3.3326e-05,-1.7553e-05,2
1.447093146574371e-05,1.6639500000000002e-05,957277,2.8232e-05,-2.4839e-05,0
1.2565967137154374e-05,1.19324e-05,957314,2.7623e-05,-2.4189e-05,0
1.4475350962997169e-05,1.96053e-05,960567,2.8375e-05,-2.5387e-05,2
9.953238419787152e-06,1.38034e-05,961874,2.8587e-05,-1.642e-05,0
9.87561980296897e-06,1.754444e-05,962955,2.8294e-05,-1.5146e-05,0
1.3101663795196256e-05,1.57549e-05,966340,3.2982e-05,-1.8363e-05,0
1.620109221925326e-05,1.23443e-05,972604,3.0232e-05,-2.902e-05,0
1.699099238853973e-05,3.2675e-05,974005,3.9871e-05,-3.3297e-05,1
1.804532615592375e-05,2.9227900000000002e-05,976398,4.0161e-05,-4.8162e-05,1
1.278999383039921e-05,1.95309e-05,980926,3.0511e-05,-2.2527e-05,2
1.2542555912323878e-05,9.5476e-06,990254,2.7091e-05,-3.0123e-05,0
8.76336406923183e-06,1.6806200000000002e-05,998163,2.7366e-05,-1.6245e-05,0
1.3231962939106607e-05,2.8683e-05,1005560,3.239e-05,-3.0729e-05,1
1.762586934555208e-05,3.6195e-05,1008533,4.3356e-05,-4.6206e-05,1
1.353380733389502e-05,3.05618e-05,1008795,4.2689e-05,-2.4545e-05,1
9.874162869297205e-06,1.54996e-05,1009465,2.6909e-05,-2.3434e-05,0
1.571741491591551e-05,1.3440079999999999e-05,1012902,2.8339e-05,-2.7033e-05,0
1.923165713211617e-05,2.7893e-05,1022360,3.9809e-05,-3.6872e-05,1
1.6499640438525745e-05,3.74153e-05,1023948,4.2912e-05,-4.9283e-05,1
9.05817618639746e-06,1.2686e-05,1027231,2.7237e-05,-1.2484e-05,0
1.4136143695378528e-05,1.97519e-05,1032158,2.7407e-05,-2.9147e-05,2
1.157581237155515e-05,1.773126e-05,1033959,2.8293e-05,-2.5973e-05,0
1.7043708119109515e-05,1.99346e-05,1034018,3.3161e-05,-3.0492e-05,2
9.355694413836755e-06,1.4809899999999999e-05,1034066,2.8193e-05,-1.2752e-05,0
1.7832437174319543e-05,2.1025e-05,1040606,3.5411e-05,-3.9495e-05,2
1.8282013189273386e-05,3.0497000000000003e-05,1042655,4.2277e-05,-3.4546e-05,1
1.471258185852819e-05,1.730137e-05,1043930,2.8812e-05,-2.832e-05,2
1.8086294981699673e-05,3.4187e-05,1046102,3.3818e-05,-4.7832e-05,1
1.2096946734102849e-05,1.34523e-05,1046338,2.8632e-05,-2.0223e-05,0
1.4622860615715574e-05,1.69932e-05,1048415,3.07e-05,-2.6061e-05,2
1.5665855592818447e-05,1.699895e-05,1053261,2.7907e-05,-2.3908e-05,2
1.7834297838666283e-05,1.64702e-05,1056115,3.051e-05,-3.0515e-05,2
1.5363081364447198e-05,2.12634e-05,1057907,2.8946e-05,-3.1635e-05,2
1.6043351021691655e-05,1.573e-05,1063379,2.8712e-05,-2.6659e-05,0
1.55271338583782e-05,2.6902e-05,1069962,3.1975e-05,-3.2085e-05,2
9.53978818470884e-06,1.39401e-05,1081859,2.7287e-05,-2.0376e-05,0
1.1237851089025215e-05,2.4495000000000002e-05,1083095,3.117e-05,-2.7359e-05,2
1.730015610040633e-05,3.4379000000000004e-05,1105245,3.5126e-05,-4.513e-05,1
1.3897645422331473e-05,1.08596e-05,1117194,3.3677e-05,-2.7381e-05,0
1.0519604297825162e-05,1.17401e-05,1128060,2.756e-05,-2.0552e-05,0
1.3643818061174514e-05,1.55565e-05,1134139,2.7243e-05,-2.6666e-05,0
1.7308426736910065e-05,3.01314e-05,1137813,2.9912e-05,-4.5677e-05,1
8.280447619653397e-06,1.790544e-05,1141242,2.7315e-05,-1.303e-05,0
9.76492821393555e-06,1.54787e-05,1145286,2.8792e-05,-1.3104e-05,0
1.0415745134135915e-05,1.612e-05,1146314,2.737e-05,-1.7804e-05,0
1.8876379360307206e-05,2.06648e-05,1151396,4.3392e-05,-3.0963e-05,2
8.581278449781048e-06,1.31729e-05,1154405,2.8694e-05,-1.3146e-05,0
1.0290833020532938e-05,2.052981e-05,1156804,3.2085e-05,-1.8409e-05,2
8.992091800439605e-06,1.45892e-05,1157991,2.72e-05,-1.9148e-05,0
1.0939222742270349e-05,1.684816e-05,1162739,2.7118e-05,-2.5407e-05,0
1.9121153141947774e-05,1.8530700000000002e-05,1164418,3.3873e-05,-3.9726e-05,2
1.7930595550212725e-05,1.71892e-05,1164451,2.7201e-05,-3.9726e-05,2
8.882661544308057e-06,1.43217e-05,1165454,2.7145e-05,-1.2019e-05,0
1.6515280760748885e-05,2.2101199999999998e-05,1165809,2.7394e-05,-3.0699e-05,2
1.4428995830336064e-05,1.1339000000000001e-05,1167059,2.7228e-05,-3.2948e-05,0
1.3837537629992647e-05,1.2876e-05,1170247,2.6921e-05,-2.5425e-05,0
1.2049572494937291e-05,2.40371e-05,1170370,3.0542e-05,-2.3913e-05,2
1.020173867283058e-05,1.66292e-05,1171297,3.0458e-05,-1.7154e-05,0
1.0765760500070735e-05,2.10901e-05,1179610,2.6963e-05,-2.3597e-05,2
1.0193667266000785e-05,2.0661e-05,1181877,3.3021e-05,-2.0303e-05,2
8.469676797328418e-06,1.7077113000000002e-05,1203179,2.7112e-05,-1.2827e-05,0
1.2637068509828328e-05,1.6672e-05,1204339,2.9732e-05,-2.6507e-05,0
1.5737024330798337e-05,1.5081800000000002e-05,1204604,2.7377e-05,-2.3951e-05,0
1.0405336444107806e-05,1.17396e-05,1205130,2.7626e-05,-1.6395e-05,0
9.03175956758471e-06,2.02267e-05,1206572,2.7856e-05,-1.6155e-05,2
1.807138287109933e-05,2.11193e-05,1211247,3.6797e-05,-2.7459e-05,2
1.7200932496573405e-05,2.483936e-05,1212497,3.645e-05,-3.4063e-05,2
1.3445815566928017e-05,2.1935e-05,1220449,2.7617e-05,-3.3487e-05,2
1.7957517623597157e-05,3.35332e-05,1234094,4.4053e-05,-4.4621e-05,1
9.136829202220073e-06,1.868256e-05,1241869,2.6676e-05,-2.0308e-05,0
1.1571633482524824e-05,1.55541e-05,1244709,2.9022e-05,-1.5946e-05,0
1.4513638731508343e-05,2.4353100000000002e-05,1249482,2.9897e-05,-2.8334e-05,2
1.636069448343498e-05,2.17318e-05,1265034,3.3789e-05,-3.3198e-05,2
1.5873730516928597e-05,1.0784e-05,1265069,2.7432e-05,-3.3198e-05,0
1.7629280204075915e-05,3.30175e-05,1266510,4.1938e-05,-3.2116e-05,1
1.0886257527726597e-05,2.0932e-05,1270521,2.7698e-05,-3.0453e-05,2
1.931474468153866e-05,3.775518e-05,1276155,5.3527e-05,-4.3072e-05,1
9.90848439827638e-06,2.1585199999999998e-05,1277388,2.7491e-05,-2.1457e-05,2
1.2899376421478822e-05,2.2411e-05,1280304,3.4972e-05,-2.0879e-05,2
9.377512938050621e-06,1.24405e-05,1281714,2.8967e-05,-1.7247e-05,0
2.0196541569709188e-05,3.1072e-05,1283130,3.8377e-05,-5.2813e-05,1
1.4568983226312305e-05,1.4581199999999999e-05,1283161,3.7175e-05,-2.4421e-05,0
8.717239775400406e-06,1.2942999999999998e-05,1283473,2.6665e-05,-1.1562e-05,0
1.1752760366748022e-05,1.2403870000000001e-05,1283840,2.837e-05,-1.9855e-05,0
1.429921553669216e-05,1.0732000000000002e-05,1284036,3.4291e-05,-1.9077e-05,0
1.8670320963152824e-05,2.90166e-05,1284121,3.9759e-05,-4.0132e-05,1
1.7560706809020974e-05,2.24759e-05,1284563,4.2082e-05,-3.5496e-05,2
1.5464485315335418e-05,2.08494e-05,1287658,3.1851e-05,-3.2042e-05,2
1.4408772636422278e-05,9.49619e-06,1288940,2.8205e-05,-2.5787e-05,0
1.175411340508345e-05,1.2739300000000002e-05,1290760,2.8825e-05,-3.1694e-05,0
1.5031476503442695e-05,1.26614e-05,1293639,3.1803e-05,-2.6393e-05,0
1.753052226514123e-05,2.9350000000000002e-05,1294723,4.054e-05,-3.8223e-05,1
1.1404623526448724e-05,1.2081500000000001e-05,1304465,2.6961e-05,-1.5008e-05,0
1.1134482889738425e-05,1.41184e-05,1306386,2.8822e-05,-2.446e-05,0
1.0965612950870742e-05,1.4292700000000001e-05,1307912,2.7064e-05,-1.5284e-05,0
9.655065394250146e-06,1.377253e-05,1308249,2.8805e-05,-1.564e-05,0
8.795670266164726e-06,1.68362e-05,1308354,2.7404e-05,-1.4492e-05,0
1.930335061210078e-05,3.8484e-05,1311335,4.2246e-05,-4.7011e-05,1
1.535164527910868e-05,1.4231199999999999e-05,1320706,2.8795e-05,-2.7248e-05,0
8.630789276339807e-06,1.4603000000000002e-05,1322394,2.7861e-05,-1.5815e-05,0
1.8395612036225244e-05,1.6325600000000002e-05,1326778,4.2615e-05,-2.8116e-05,2
1.3055333335624022e-05,1.44983e-05,1326826,3.0051e-05,-2.4662e-05,0
1.0617092819569043e-05,1.29043e-05,1329495,2.7108e-05,-1.8138e-05,0
9.500190991173901e-06,1.1369300000000001e-05,1330013,2.9338e-05,-1.3881e-05,0
1.0531994125986815e-05,1.23226e-05,1330099,2.7393e-05,-1.9519e-05,0
1.6743501600295478e-05,1.6637499999999998e-05,1335201,3.165e-05,-3.6966e-05,2
1.7703185412289386e-05,3.4924999999999995e-05,1339629,4.1761e-05,-4.3306e-05,1
1.648856883740034e-05,3.3775e-05,1341468,3.5956e-05,-4.8097e-05,1
1.5563590427107423e-05,1.52355e-05,1344867,3.304e-05,-2.5739e-05,0
8.676201896557464e-06,1.62711e-05,1345637,2.8789e-05,-1.2889e-05,0
7.748414062269138e-06,1.62937e-05,1364112,2.7148e-05,-1.1765e-05,0
1.6304331721315993e-05,1.80328e-05,1366953,3.1181e-05,-3.2673e-05,2
1.2040877818501144e-05,1.201703e-05,1368298,2.9586e-05,-2.0179e-05,0
1.3205717015609975e-05,1.7241900000000002e-05,1369098,2.9443e-05,-3.1297e-05,0
1.5511318052619036e-05,1.79042e-05,1371698,3.0471e-05,-2.7412e-05,2
1.2037639526183934e-05,1.81957e-05,1372087,2.7653e-05,-2.867e-05,2
1.507799299910106e-05,2.5043e-05,1384317,3.1416e-05,-4.4165e-05,2
1.5504305324054213e-05,1.6792400000000002e-05,1390887,3.4771e-05,-3.0965e-05,2
1.1755814059769997e-05,1.8409799999999998e-05,1394887,2.7961e-05,-2.8365e-05,2
1.9755324333191695e-05,3.47944e-05,1399272,5.1804e-05,-3.4878e-05,1
1.759026616178376e-05,2.412935e-05,1401349,3.6723e-05,-2.8125e-05,2
8.496670778072736e-06,1.2765300000000001e-05,1402363,2.8354e-05,-1.2245e-05,0
1.5015744974455793e-05,2.66233e-05,1402642,3.0194e-05,-4.2313e-05,2
1.4736310476994257e-05,2.4408e-05,1410340,2.9133e-05,-3.0462e-05,2
1.0290147150620536e-05,1.4994900000000001e-05,1410393,3.2477e-05,-1.6758e-05,0
1.514527140850176e-05,2.6527e-05,1411216,3.1773e-05,-3.7444e-05,2
1.3957579004913175e-05,1.65493e-05,1415677,2.6637e-05,-3.0538e-05,0
1.5584127238635554e-05,1.35467e-05,1419213,2.7004e-05,-2.9023e-05,0
9.97511613719032e-06,1.64936e-05,1420101,2.7755e-05,-1.5112e-05,0
1.7278276362531072e-05,2.0057099999999998e-05,1422144,3.1245e-05,-2.9581e-05,2
1.5327720622268483e-05,1.19349e-05,1422185,2.7383e-05,-2.9581e-05,0
1.3523065168546885e-05,1.51368e-05,1423976,2.772e-05,-2.502e-05,0
1.3853975220159731e-05,1.4824e-05,1424019,3.8081e-05,-2.502e-05,0
1.3527838697121507e-05,1.2561099999999999e-05,1424427,2.9395e-05,-2.7286e-05,0
1.3849393494677542e-05,1.55198e-05,1427701,3.1867e-05,-2.4129e-05,0
8.939466343230197e-06,1.74597e-05,1437947,2.8541e-05,-1.7625e-05,0
1.3547921907716397e-05,2.03153e-05,1453214,3.3683e-05,-3.7809e-05,2
1.8632884631027208e-05,2.51895e-05,1454444,4.3597e-05,-2.7323e-05,2
1.089446248290451e-05,2.04654e-05,1473556,2.8004e-05,-2.6606e-05,2
9.422104579639659e-06,1.49992e-05,1478892,2.6851e-05,-1.2673e-05,0
1.0480579047145832e-05,1.3474000000000002e-05,1480420,2.8857e-05,-1.8571e-05,0
1.943165858105471e-05,1.39247e-05,1481157,3.8583e-05,-3.0577e-05,0
9.997175042557437e-06,1.64767e-05,1481898,2.803e-05,-1.6387e-05,0
1.383134679590852e-05,1.23609e-05,1484436,3.0228e-05,-3.1677e-05,0
1.5188032841774328e-05,1.422414e-05,1489027,3.1332e-05,-2.8475e-05,0
2.13200666336173e-05,3.7181e-05,1489457,4.5889e-05,-5.2011e-05,1
1.717690521757333e-05,1.89018e-05,1492473,3.3609e-05,-2.9118e-05,2
1.0997234635844443e-05,1.7219e-05,1496654,2.7293e-05,-1.7481e-05,0
1.0365932426457209e-05,1.80739e-05,1499350,2.9778e-05,-2.5328e-05,0
8.661230191521872e-06,1.081e-05,1500591,2.7081e-05,-1.3915e-05,0
9.307409854925364e-06,1.65241e-05,1503217,2.7548e-05,-1.9878e-05,0
1.3890416364625528e-05,1.63566e-05,1503317,3.3368e-05,-2.7333e-05,0
1.2939179126055801e-05,1.61534e-05,1507522,2.9011e-05,-2.5918e-05,0
1.4855239387663442e-05,2.57722e-05,1513512,3.0772e-05,-4.0609e-05,2
1.810874105966105e-05,3.10173e-05,1514687,3.6936e-05,-4.8152e-05,1
1.6063771215871392e-05,2.2388499999999997e-05,1515853,3.0521e-05,-3.857e-05,2
9.84292577117909e-06,1.8372130000000002e-05,1524120,2.9163e-05,-1.4437e-05,0
9.5892430858958e-06,1.52277e-05,1525907,2.8823e-05,-1.2913e-05,0
9.373083171371569e-06,1.57485e-05,1526909,2.9013e-05,-2.1442e-05,0
1.9542949266558226e-05,3.44357e-05,1527984,3.7973e-05,-6.2612e-05,1
1.1077448039277488e-05,9.403800000000001e-06,1528036,2.8951e-05,-1.816e-05,0
1.9274311341720097e-05,2.06683e-05,1531802,3.98e-05,-2.167e-05,2
1.6426140009360417e-05,2.19132e-05,1537304,2.7071e-05,-3.5384e-05,2
1.3221580598436081e-05,1.67206e-05,1543513,2.8946e-05,-2.3108e-05,0
1.0701137779586927e-05,1.1551e-05,1544627,2.712e-05,-1.6615e-05,0
1.1220644643840586e-05,1.7898600000000002e-05,1548282,3.2045e-05,-1.8102e-05,0
8.889993176143153e-06,1.56428e-05,1549014,2.6736e-05,-1.5116e-05,0
1.9513588112479534e-05,2.2855700000000002e-05,1552596,3.8601e-05,-4.0073e-05,2
9.383083999866775e-06,2.2648e-05,1559099,2.7393e-05,-2.1727e-05,2
8.830054607526256e-06,1.72446e-05,1563412,2.7139e-05,-1.664e-05,0
1.8496383138147053e-05,2.073558e-05,1566531,3.1476e-05,-3.1009e-05,2
9.84166029440776e-06,1.3980999999999999e-05,1571057,3.0261e-05,-1.9729e-05,0
9.937728116248445e-06,1.3966000000000001e-05,1574275,2.6956e-05,-1.7988e-05,0
1.769219065690896e-05,1.55829e-05,1574514,3.3016e-05,-2.9702e-05,2
1.786903371398356e-05,1.64125e-05,1577788,3.0534e-05,-3.5666e-05,2
1.2394096040932863e-05,1.77405e-05,1579417,3.5278e-05,-2.2305e-05,0
1.1621142550086333e-05,1.26147e-05,1579471,3.1667e-05,-1.4869e-05,0
1.712090066968112e-05,2.9221e-05,1579947,4.5416e-05,-3.1738e-05,1
1.4626455510867093e-05,1.8465e-05,1581943,2.9596e-05,-3.4588e-05,2
1.3056789027395898e-05,1.8851e-05,1583069,3.0335e-05,-3.002e-05,2
1.0288660235791952e-05,1.6802999999999998e-05,1587587,2.6942e-05,-2.186e-05,0
1.0601911030012608e-05,1.78527e-05,1599111,3.0017e-05,-1.5778e-05,0
8.787777741919314e-06,1.3111e-05,1600098,2.7544e-05,-1.5847e-05,0
1.5079581387599648e-05,1.59869e-05,1604805,2.9597e-05,-2.7886e-05,0
1.0257358842932992e-05,1.58169e-05,1612604,2.7118e-05,-1.1752e-05,0
1.120742422363097e-05,1.4028e-05,1613390,2.6938e-05,-1.7582e-05,0
1.1881814467397383e-05,1.67346e-05,1618573,2.8462e-05,-2.1888e-05,0
1.88580408030161e-05,3.68647e-05,1623045,4.2867e-05,-5.4228e-05,1
1.0179871326688778e-05,1.58079e-05,1624701,2.7299e-05,-2.2539e-05,0
1.3938452885825163e-05,2.7026599999999996e-05,1624745,2.9872e-05,-4.2042e-05,2
1.8303653578578408e-05,2.7430900000000002e-05,1634277,4.8543e-05,-2.6516e-05,1
9.455033540189938e-06,1.14485e-05,1634316,2.746e-05,-1.9416e-05,0
1.578626325771512e-05,1.5984e-05,1636645,3.4724e-05,-3.2258e-05,0
1.0274455164287942e-05,1.20996e-05,1641449,2.7651e-05,-1.8983e-05,0
1.6835596249228377e-05,3.16891e-05,1643804,3.8705e-05,-4.6578e-05,1
9.349646676231439e-06,1.3654e-05,1644922,2.7404e-05,-1.8643e-05,0
1.8095419504447997e-05,3.13528e-05,1647272,4.3178e-05,-3.8321e-05,1
1.0751690899583571e-05,1.6065599999999997e-05,1647975,2.7599e-05,-1.7209e-05,0
1.8929206822417033e-05,3.286022e-05,1648511,3.4383e-05,-5.1529e-05,1
1.1473386329925612e-05,9.5447e-06,1649492,2.7278e-05,-2.3012e-05,0
1.0499723032946305e-05,1.77879e-05,1651428,2.6753e-05,-1.728e-05,0
1.4624880709207261e-05,1.495057e-05,1654869,3.4595e-05,-2.757e-05,0
9.593384419334167e-06,1.3843599999999999e-05,1658713,2.7025e-05,-1.8111e-05,0
1.080100376025745e-05,1.1768e-05,1659637,2.8777e-05,-1.9036e-05,0
1.85686873671272e-05,3.4589000000000004e-05,1672191,3.6763e-05,-5.1065e-05,1
1.0289351365024554e-05,8.0375e-06,1673281,2.7005e-05,-1.451e-05,0
1.554015837220643e-05,2.6852200000000004e-05,1674177,2.8895e-05,-4.2205e-05,2
1.5747980849390952e-05,3.14998e-05,1674794,3.2656e-05,-4.6589e-05,1
1.1390012729242222e-05,1.201688e-05,1675364,2.7767e-05,-2.0179e-05,0
1.461373225705407e-05,2.289e-05,1696882,3.1839e-05,-2.8041e-05,2
1.7193151944293576e-05,1.72985e-05,1698737,3.8243e-05,-3.1112e-05,2
9.76828331157164e-06,1.4074299999999998e-05,1724982,2.6718e-05,-1.9599e-05,0
1.7156348907452324e-05,1.6136999999999998e-05,1727644,2.7988e-05,-3.9271e-05,2
1.106950136040145e-05,2.23529e-05,1730287,2.6902e-05,-3.0902e-05,2
1.790879885560351e-05,2.98408e-05,1731946,4.2833e-05,-3.6944e-05,1
8.900930670549725e-06,1.65006e-05,1732575,2.7049e-05,-1.3431e-05,0
8.33535116493084e-06,1.7651099999999998e-05,1733359,2.7807e-05,-1.8709e-05,0
1.4403827118526948e-05,1.74883e-05,1734138,3.2834e-05,-2.3714e-05,2
1.8513268849235707e-05,3.288e-05,1734360,3.7173e-05,-5.3882e-05,1
1.2192058432008336e-05,1.6385e-05,1734773,3.1212e-05,-2.045e-05,0
1.7522716552540508e-05,3.06705e-05,1735022,4.0636e-05,-4.1675e-05,1
1.6550049742557765e-05,2.39922e-05,1736719,3.8854e-05,-3.7379e-05,2
2.1120859501275952e-05,3.6378700000000005e-05,1737227,5.1944e-05,-4.2214e-05,1
1.637724517848276e-05,2.9032000000000003e-05,1738553,4.6096e-05,-2.9647e-05,1
1.6086099450212796e-05,2.6379799999999998e-05,1739538,3.5883e-05,-3.3451e-05,2
1.3321533343320637e-05,1.52801e-05,1742723,2.9965e-05,-2.02e-05,0
1.154166738826389e-05,1.2229300000000002e-05,1744258,2.7459e-05,-2.7553e-05,0
1.2730792262204827e-05,2.8165e-05,1745547,2.9653e-05,-3.2627e-05,1
1.6576908012750627e-05,3.24621e-05,1746302,3.6452e-05,-4.6366e-05,1
1.7745756721548938e-05,1.54642e-05,1747100,3.8558e-05,-2.9093e-05,2
1.5427922620646592e-05,3.49933e-05,1747891,4.2233e-05,-3.9829e-05,1
1.2615831627465152e-05,1.67879e-05,1750960,3.4905e-05,-2.4997e-05,0
1.5264659154893904e-05,1.1651250000000001e-05,1751663,2.7518e-05,-3.096e-05,0
1.775766586203148e-05,4.01105e-05,1752514,4.7024e-05,-5.4076e-05,1
9.093905292269467e-06,1.54599e-05,1754611,2.7804e-05,-1.102e-05,0
1.5195809632816711e-05,1.4811199999999998e-05,1755348,3.0502e-05,-3.2449e-05,0
1.6954123969740768e-05,3.5465e-05,1755541,4.1804e-05,-3.9162e-05,1
1.838664435119664e-05,3.5791900000000005e-05,1756225,3.7248e-05,-4.9693e-05,1
1.1962805636568433e-05,1.4051299999999999e-05,1756360,2.686e-05,-2.7969e-05,0
1.7990823504741706e-05,3.2491e-05,1757783,4.5188e-05,-3.6919e-05,1
9.607544917954683e-06,2.03392e-05,1759776,3.0353e-05,-1.5256e-05,2
