std,diff,peakIndex,maxPeak,minPeak,cluster
2.5862163959436608e-05,6.0567e-05,31842,7.4345e-05,-6.6319e-05,0
1.2285551624494187e-05,2.3080200000000003e-05,34648,3.4024e-05,-2.028e-05,1
1.2063093110591868e-05,2.7439699999999998e-05,35879,3.3005e-05,-3.0374e-05,1
1.1694700916067384e-05,1.67027e-05,37958,3.097e-05,-1.703e-05,1
2.283638754034238e-05,5.2152e-05,39705,6.9941e-05,-6.2365e-05,0
2.4148404048028152e-05,5.3671099999999995e-05,40827,6.9132e-05,-6.327e-05,0
1.353245255354866e-05,1.74332e-05,41987,3.1067e-05,-2.4106e-05,1
1.8267137577024232e-05,4.0581596e-05,43311,5.482e-05,-4.6503e-05,0
1.4960460230421103e-05,2.05102e-05,44296,3.4888e-05,-2.9883e-05,1
2.6067578037453978e-05,6.4126e-05,46634,8.6036e-05,-6.9534e-05,0
2.5917522186031455e-05,6.1301e-05,48020,7.0213e-05,-7.6573e-05,0
1.967047983306676e-05,2.5925019999999998e-05,48044,7.0213e-05,-3.7265e-05,1
1.1517546916782653e-05,1.56659e-05,48639,3.1336e-05,-1.8951e-05,1
1.4621205492704314e-05,1.7730700000000003e-05,49539,3.5794e-05,-3.0741e-05,1
2.6880809338873772e-05,6.1299e-05,50139,8.5362e-05,-5.3473e-05,0
1.1118151627947324e-05,1.52404e-05,50860,3.283e-05,-1.9344e-05,1
9.40817630696078e-06,1.4480500000000001e-05,52037,3.1932e-05,-1.217e-05,1
2.645436021469922e-05,6.4882e-05,52433,8.7323e-05,-5.9511e-05,0
1.53382081109888e-05,1.9627999999999996e-05,52462,3.0733e-05,-4.3512e-05,1
1.0107492461287244e-05,1.79803e-05,56214,3.0182e-05,-1.5823e-05,1
1.2385380683979796e-05,1.83718e-05,57890,3.5401e-05,-2.429e-05,1
2.302065411919999e-05,4.913e-05,61389,6.6108e-05,-6.1157e-05,0
2.6211671163215628e-05,6.0376000000000006e-05,64202,8.274e-05,-6.2318e-05,0
1.4361670224332798e-05,1.51118e-05,65067,3.0883e-05,-2.7226e-05,1
1.2123450494702203e-05,1.8737510000000002e-05,65397,3.1144e-05,-2.7916e-05,1
2.930699436216861e-05,6.3879e-05,66946,8.5571e-05,-6.5757e-05,0
1.2853924567431784e-05,1.4028199999999999e-05,67187,3.1186e-05,-2.3636e-05,1
1.6562397936577602e-05,2.8485999999999998e-05,67822,4.7449e-05,-4.0882e-05,1
2.6313715766821363e-05,2.92952e-05,68389,5.8524e-05,-4.8259e-05,1
1.813490799120762e-05,1.644e-05,68428,4.0085e-05,-3.5397e-05,1
9.225969820746028e-06,1.88083e-05,68501,3.517e-05,-1.1105e-05,1
2.7062372049185333e-05,5.5285e-05,68573,8.3736e-05,-5.3876e-05,0
2.987929697959075e-05,6.19243e-05,69593,8.0383e-05,-7.2931e-05,0
2.4830919925080835e-05,5.134e-05,70266,7.324e-05,-5.8893e-05,0
2.3072177204850842e-05,5.82e-05,71545,6.9262e-05,-5.8771e-05,0
2.3981442991094507e-05,3.6023000000000004e-05,71703,5.5588e-05,-3.839e-05,0
1.260402436783114e-05,1.5712e-05,71745,3.1937e-05,-3.2267e-05,1
2.0732310858042324e-05,1.95057e-05,73314,4.6927e-05,-4.4323e-05,1
1.4914357848270228e-05,1.7159000000000003e-05,73359,3.2458e-05,-3.3414e-05,1
2.4548429330132046e-05,5.9419e-05,74198,6.5988e-05,-7.5717e-05,0
2.547582605232491e-05,5.6476e-05,76205,6.9445e-05,-5.7413e-05,0
2.5408635021881177e-05,6.0033e-05,77188,8.0589e-05,-6.0112e-05,0
2.4316863931070216e-05,6.3664e-05,79408,7.1659e-05,-6.978e-05,0
1.5342783959438477e-05,1.3712e-05,79437,3.6031e-05,-3.6907e-05,1
2.3082964947998764e-05,5.5834e-05,83781,7.3331e-05,-5.3385e-05,0
1.4606729749550942e-05,1.89345e-05,85037,3.4206e-05,-2.73e-05,1
1.3174625878179732e-05,2.07269e-05,85346,3.1986e-05,-2.8827e-05,1
2.565002982102828e-05,6.28417e-05,85885,8.4708e-05,-6.4149e-05,0
1.2794428375510382e-05,1.60118e-05,86762,3.3988e-05,-2.3771e-05,1
2.8435789882971457e-05,6.17455e-05,87195,9.2222e-05,-6.1159e-05,0
2.3440454875830707e-05,4.9375e-05,88065,6.3247e-05,-5.0572e-05,0
1.0732252786977936e-05,2.31457e-05,88597,3.4956e-05,-2.0399e-05,1
2.9640961493392842e-05,6.31939e-05,89068,8.7045e-05,-8.1873e-05,0
2.4693003632973736e-05,5.6996999999999997e-05,89797,7.4092e-05,-5.7758e-05,0
1.1676342008105697e-05,1.69922e-05,90650,3.0156e-05,-2.1454e-05,1
2.6725144581193242e-05,5.4669e-05,90772,8.481e-05,-5.742e-05,0
2.7363095484489736e-05,4.467999999999999e-05,91147,8.363e-05,-4.0036e-05,0
2.711624192432031e-05,6.31085e-05,91511,8.1937e-05,-7.5008e-05,0
2.4291404886039614e-05,5.13011e-05,91906,7.3849e-05,-5.8745e-05,0
2.573200398006613e-05,4.9150499999999996e-05,92499,7.667e-05,-6.0241e-05,0
1.9055834867365883e-05,1.2644e-05,92529,3.4284e-05,-4.2039e-05,1
1.2050618330418515e-05,1.2965e-05,92584,3.2867e-05,-2.0895e-05,1
1.0275388888627653e-05,2.16354e-05,97179,3.1282e-05,-1.832e-05,1
2.3745195683297732e-05,5.5008e-05,98180,8.033e-05,-5.4776e-05,0
2.9400157152434718e-05,5.012199999999999e-05,98444,9.0159e-05,-4.9864e-05,0
2.093377731500437e-05,2.6906000000000003e-05,98470,4.6489e-05,-4.9864e-05,1
2.4092717072675254e-05,5.93416e-05,99581,8.2303e-05,-6.358e-05,0
2.5536964399859763e-05,5.8273199999999996e-05,100178,8.7285e-05,-6.2881e-05,0
1.9188589878072694e-05,3.8018e-05,100203,6.7569e-05,-3.3842e-05,0
2.6326876551993745e-05,6.125e-05,101372,7.6223e-05,-7.5389e-05,0
1.242964709683967e-05,1.6396e-05,101455,3.0865e-05,-2.5283e-05,1
2.5874804936187437e-05,5.23252e-05,101870,7.1338e-05,-6.136e-05,0
1.1279608518172155e-05,1.47735e-05,102695,3.2534e-05,-2.2423e-05,1
1.0201440598002582e-05,2.2917299999999998e-05,107302,3.1492e-05,-2.2048e-05,1
1.4951624001880393e-05,1.976058e-05,110540,3.0572e-05,-3.6004e-05,1
1.1841714181724443e-05,2.59466e-05,111712,3.5761e-05,-3.1376e-05,1
1.1536653171748717e-05,1.4243e-05,114498,3.2204e-05,-1.9797e-05,1
2.548293150445769e-05,5.33442e-05,115090,7.8104e-05,-6.188e-05,0
1.0326034718321292e-05,2.1024800000000002e-05,115995,3.0801e-05,-1.9693e-05,1
2.5175292873741506e-05,6.07777e-05,116389,8.1184e-05,-6.7866e-05,0
2.3775315953671597e-05,4.8098e-05,117540,6.3687e-05,-6.8517e-05,0
1.579446453055462e-05,1.5498e-05,117566,3.1573e-05,-2.4453e-05,1
2.4831136246462154e-05,5.437170000000001e-05,118167,7.6739e-05,-5.7344e-05,0
2.674613840451557e-05,5.8353e-05,118454,8.362e-05,-5.3991e-05,0
1.3356975542126932e-05,2.049749e-05,118806,3.1919e-05,-1.9422e-05,1
2.735489096544905e-05,4.89727e-05,119351,7.8925e-05,-5.9244e-05,0
1.226353229711031e-05,2.0764900000000002e-05,119506,3.2241e-05,-2.1313e-05,1
1.1607957054855777e-05,2.13718e-05,120271,3.5387e-05,-1.9783e-05,1
2.4526590692351405e-05,5.4221e-05,120512,7.349e-05,-5.8639e-05,0
2.1973095902102202e-05,5.3748e-05,121012,6.647e-05,-6.5217e-05,0
2.9568338957112204e-05,3.5988e-05,121255,6.9146e-05,-4.8736e-05,0
1.3443940562066584e-05,1.9893299999999998e-05,121359,3.3049e-05,-2.4735e-05,1
1.4697769555984492e-05,1.4433e-05,121453,3.2725e-05,-3.3903e-05,1
2.8885834821343956e-05,5.7365000000000004e-05,121891,9.3779e-05,-4.6632e-05,0
1.400335379645599e-05,2.49309e-05,122300,3.6451e-05,-2.1778e-05,1
1.1035624528128995e-05,1.9350500000000004e-05,123115,3.8302e-05,-1.5913e-05,1
1.0151745761232905e-05,1.56578e-05,123697,3.01e-05,-1.5301e-05,1
2.480323654964916e-05,2.79001e-05,123993,5.2243e-05,-3.8742e-05,1
1.79578603951291e-05,1.23967e-05,124032,3.109e-05,-3.8742e-05,1
2.381681608336077e-05,1.8811e-05,125528,5.7009e-05,-4.1471e-05,1
3.1071673183543585e-05,6.6548e-05,125559,9.759e-05,-7.8134e-05,0
2.283725074511861e-05,3.5915000000000004e-05,125583,9.759e-05,-2.1836e-05,0
1.1700743324345567e-05,1.96403e-05,125733,3.9747e-05,-1.8926e-05,1
1.4267133962759552e-05,2.119825e-05,125944,3.064e-05,-3.2595e-05,1
1.0387270650130466e-05,2.273726e-05,127601,3.0373e-05,-1.9911e-05,1
2.647675974284322e-05,5.5069300000000005e-05,128514,7.9869e-05,-5.666e-05,0
1.5465403673534563e-05,1.9930800000000002e-05,128549,3.38e-05,-2.7341e-05,1
1.143022186784641e-05,1.5699e-05,129206,3.409e-05,-1.9029e-05,1
2.360099405651146e-05,4.4742e-05,129543,7.0746e-05,-4.3371e-05,0
2.765599353232119e-05,3.9287e-05,130125,5.5526e-05,-6.8477e-05,0
1.8235211982891836e-05,2.2714799999999998e-05,130176,3.5019e-05,-3.82e-05,1
1.0763255199107174e-05,1.47101e-05,130438,3.1104e-05,-2.0523e-05,1
2.7833572396306063e-05,5.6079400000000004e-05,131760,7.3271e-05,-7.9123e-05,0
1.258110512665283e-05,2.24349e-05,132726,3.0389e-05,-2.7897e-05,1
9.190636638861097e-06,2.0926e-05,133950,3.2759e-05,-1.508e-05,1
2.586251930982654e-05,5.927e-05,134904,7.5301e-05,-6.2595e-05,0
2.6364809805903077e-05,5.9414e-05,135949,8.0928e-05,-6.5325e-05,0
1.0562507093754325e-05,1.9325200000000003e-05,136054,3.5908e-05,-2.1413e-05,1
2.4768758217248448e-05,5.7242e-05,140781,7.5701e-05,-5.7391e-05,0
2.7399087594036733e-05,6.576499999999999e-05,144956,8.3006e-05,-7.1299e-05,0
1.9497996267583123e-05,2.89479e-05,145107,5.2713e-05,-3.0309e-05,1
2.7131978760149275e-05,6.2655e-05,146486,8.1703e-05,-7.3074e-05,0
2.356465826896135e-05,6.07082e-05,147521,7.8841e-05,-6.8648e-05,0
2.4289657732367673e-05,4.6144100000000004e-05,148016,7.3239e-05,-5.3538e-05,0
1.7149132180695396e-05,1.93748e-05,148048,3.302e-05,-3.2853e-05,1
2.374209872556846e-05,5.23306e-05,150137,7.4598e-05,-5.8603e-05,0
1.0893500826299099e-05,1.82834e-05,150540,3.1098e-05,-1.6746e-05,1
1.1758573209725945e-05,1.53661e-05,151165,3.4664e-05,-2.4666e-05,1
2.3203897844957264e-05,5.05779e-05,151202,7.1257e-05,-4.9796e-05,0
2.4859677812445365e-05,5.9090999999999994e-05,151927,7.5753e-05,-5.7627e-05,0
1.2167965521948213e-05,2.4565799999999998e-05,152236,3.2524e-05,-2.522e-05,1
1.647750090601022e-05,2.8327899999999997e-05,152996,4.1166e-05,-3.8722e-05,1
2.821515670481837e-05,5.51427e-05,153335,7.6998e-05,-6.6793e-05,0
1.0891534207303039e-05,2.15991e-05,153486,3.4099e-05,-1.9048e-05,1
1.3704163460021971e-05,3.0280999999999997e-05,153936,3.5693e-05,-2.7792e-05,1
2.5813456534483427e-05,5.11313e-05,154342,7.0714e-05,-5.1686e-05,0
2.314664469486646e-05,5.30398e-05,155122,7.4625e-05,-5.6825e-05,0
2.3577100706289148e-05,4.7678e-05,155957,7.9703e-05,-4.5751e-05,0
2.0615852203514616e-05,4.8095999999999995e-05,156046,6.3317e-05,-4.7375e-05,0
2.529531106630308e-05,5.655e-05,156170,7.8214e-05,-6.8622e-05,0
2.6952343805418236e-05,6.3669e-05,158425,7.786e-05,-7.8393e-05,0
1.2007669143949616e-05,1.87472e-05,158804,3.2778e-05,-2.0761e-05,1
1.57342785624902e-05,3.0952e-05,159184,4.0816e-05,-2.9892e-05,1
2.3840217437593327e-05,6.4637e-05,160488,7.6827e-05,-6.7161e-05,0
2.8784378396547912e-05,6.4107e-05,163917,8.2854e-05,-6.914e-05,0
2.4065826305394087e-05,5.5630999999999996e-05,165962,6.4721e-05,-7.2437e-05,0
1.0895773948147345e-05,2.2997120000000002e-05,166180,3.026e-05,-1.8457e-05,1
2.686417221559128e-05,6.43606e-05,167593,9.1068e-05,-6.6814e-05,0
2.676462562955407e-05,6.32749e-05,168946,8.9297e-05,-5.916e-05,0
2.3166426031833402e-05,5.1775e-05,169571,7.0562e-05,-5.5072e-05,0
2.715973420493124e-05,6.1771e-05,170126,7.4788e-05,-6.5718e-05,0
1.0905421807280701e-05,1.31973e-05,170382,3.0744e-05,-1.5382e-05,1
3.205232913765939e-05,4.4094e-05,170487,6.1842e-05,-5.8812e-05,0
1.7090367594363366e-05,1.4840999999999999e-05,170537,4.0375e-05,-2.3756e-05,1
1.0374914264182332e-05,1.72192e-05,171208,3.5024e-05,-1.2669e-05,1
1.0122035064909122e-05,2.3963e-05,171571,3.0615e-05,-2.3103e-05,1
2.8930910638426054e-05,2.50425e-05,171816,6.0781e-05,-4.2367e-05,1
2.349632979347577e-05,1.4856e-05,171851,3.0931e-05,-4.0948e-05,1
2.9981888401018732e-05,2.6641999999999997e-05,175204,5.9675e-05,-5.879e-05,1
2.218792226931999e-05,9.691000000000001e-06,175242,3.1095e-05,-5.879e-05,1
9.241599260863366e-06,2.22054033e-05,180938,3.0383e-05,-1.8482e-05,1
1.7496080401936932e-05,3.40798e-05,186845,3.6043e-05,-4.4232e-05,1
1.2348383587193695e-05,1.92337e-05,186945,3.1427e-05,-2.1622e-05,1
1.4187348109392916e-05,2.150633e-05,187066,3.787e-05,-3.5156e-05,1
9.245683026422123e-06,1.51952e-05,187873,3.2375e-05,-1.2387e-05,1
1.0151744138837154e-05,1.649059e-05,189063,3.0134e-05,-2.1418e-05,1
1.433590012219812e-05,1.90894e-05,190124,3.0801e-05,-3.303e-05,1
1.2529327365890064e-05,2.72046e-05,193513,3.4171e-05,-2.7247e-05,1
1.1249087811580353e-05,2.19777e-05,196096,3.2192e-05,-2.0147e-05,1
1.6047015871329344e-05,1.7881e-05,200082,3.2344e-05,-4.2954e-05,1
2.5554186874380766e-05,5.4239899999999995e-05,206435,6.697e-05,-6.7722e-05,0
3.020161563242175e-05,2.82164e-05,209345,6.3878e-05,-4.6113e-05,1
2.808086870675184e-05,6.2289e-05,213989,7.8473e-05,-7.0486e-05,0
3.063101135551435e-05,6.6688e-05,215112,9.4959e-05,-7.8133e-05,0
2.4879682213630047e-05,2.44512e-05,216511,5.7187e-05,-4.2787e-05,1
9.41153213228767e-06,1.5894800000000002e-05,217138,3.0246e-05,-1.1855e-05,1
2.5952595618033296e-05,5.56493e-05,217657,7.7377e-05,-7.013e-05,0
2.3554485008834688e-05,4.9767e-05,218433,7.8356e-05,-5.4759e-05,0
1.292100169456471e-05,1.9121999999999998e-05,218771,3.8878e-05,-2.4362e-05,1
2.6340129874374935e-05,5.6727e-05,218864,8.4152e-05,-5.7009e-05,0
2.035418618135028e-05,4.9034999999999994e-05,219790,6.1188e-05,-5.9789e-05,0
1.0286530773165419e-05,2.05433e-05,220688,3.0325e-05,-1.8056e-05,1
2.8146301215615714e-05,5.4675e-05,221487,8.1243e-05,-4.8227e-05,0
2.950879985266524e-05,2.5137e-05,222251,6.3455e-05,-5.0904e-05,1
1.3364108022252326e-05,1.55261e-05,222518,3.2532e-05,-2.8358e-05,1
1.1587865273854458e-05,1.57978e-05,222745,3.198e-05,-2.496e-05,1
1.965686125170173e-05,4.02347e-05,222842,6.5762e-05,-3.1894e-05,0
1.1719207829539864e-05,1.68026e-05,224495,3.3746e-05,-1.6261e-05,1
2.1804901407878166e-05,5.3499e-05,224949,5.7249e-05,-5.983e-05,0
2.7091820677592356e-05,6.10534e-05,225265,9.2977e-05,-5.2441e-05,0
2.355727754146093e-05,5.9443999999999995e-05,226910,6.4488e-05,-6.709e-05,0
1.0230154704628828e-05,2.2352084999999998e-05,227105,3.3264e-05,-1.7284e-05,1
1.0087813447342876e-05,2.23148e-05,227819,3.0215e-05,-1.9385e-05,1
1.0268014340590553e-05,1.6246e-05,229258,3.2065e-05,-1.8433e-05,1
2.4495249342068438e-05,5.26483e-05,230336,6.8975e-05,-5.8928e-05,0
2.6043422010701068e-05,5.38436e-05,231277,8.0385e-05,-5.1461e-05,0
1.3638769135224594e-05,1.96274e-05,232632,3.4661e-05,-3.1083e-05,1
1.3280231014556231e-05,1.4668999999999998e-05,232822,3.6481e-05,-2.4324e-05,1
2.4383874187045306e-05,5.21627e-05,236338,8.0619e-05,-5.1968e-05,0
1.0458772743523834e-05,2.15709e-05,237873,3.4759e-05,-1.8207e-05,1
2.5970950740988074e-05,5.2854999999999995e-05,237913,6.8093e-05,-7.1126e-05,0
2.337260562886242e-05,5.40844e-05,241882,7.1135e-05,-4.8206e-05,0
2.1317368216616167e-05,2.7534e-05,241906,7.1135e-05,-4.1475e-05,1
1.4394320965839088e-05,1.5241899999999999e-05,244647,3.573e-05,-2.4657e-05,1
1.4244403478937226e-05,1.6708e-05,244679,3.4994e-05,-2.4657e-05,1
1.1409724100393609e-05,1.5193999999999997e-05,247685,3.5968e-05,-1.6762e-05,1
1.0452836085799123e-05,1.900362e-05,248630,3.0754e-05,-1.9162e-05,1
1.3177809681628652e-05,2.63007e-05,248879,4.6724e-05,-2.2665e-05,1
2.4655875818925898e-05,5.5932999999999995e-05,251743,6.9039e-05,-6.133e-05,0
9.738032696367075e-06,1.51448e-05,252753,3.1262e-05,-1.563e-05,1
1.2335639798960559e-05,1.8555999999999996e-05,253487,4.0162e-05,-2.097e-05,1
2.9161660981837915e-05,6.178999999999999e-05,254545,8.8495e-05,-6.6334e-05,0
2.1831814562939003e-05,5.319e-05,254919,6.5312e-05,-5.7341e-05,0
2.4304647080374417e-05,5.003795e-05,255699,8.0292e-05,-4.0937e-05,0
2.855488913304683e-05,3.8825900000000004e-05,260231,6.2426e-05,-5.5961e-05,0
1.457430434637867e-05,1.70072e-05,260607,3.1829e-05,-3.2007e-05,1
1.44327988445798e-05,1.46202e-05,262595,3.0514e-05,-2.3642e-05,1
1.1594535509086986e-05,1.3096e-05,265376,3.4009e-05,-2.5413e-05,1
1.1456443076122207e-05,2.26316e-05,265984,3.0847e-05,-3.344e-05,1
2.5486948186560758e-05,5.9622e-05,267106,7.938e-05,-6.084e-05,0
1.3404568433153535e-05,1.62611e-05,269204,3.2064e-05,-2.5157e-05,1
2.9853647664847463e-05,3.2396e-05,270346,6.4535e-05,-4.7132e-05,0
1.2187973026495367e-05,1.94614e-05,270395,3.0698e-05,-2.1926e-05,1
1.1494084550552968e-05,1.2625199999999999e-05,270536,3.0496e-05,-2.0805e-05,1
1.4872333520191644e-05,2.9584800000000002e-05,272405,3.6601e-05,-3.0226e-05,1
2.5336546935570858e-05,6.1647e-05,273682,7.8488e-05,-6.3359e-05,0
1.4491347039103015e-05,1.77309e-05,274331,3.984e-05,-2.8082e-05,1
2.5467163943180722e-05,6.4112e-05,275878,8.4722e-05,-5.8353e-05,0
2.644903421074789e-05,5.31302e-05,276681,8.2448e-05,-6.1082e-05,0
1.6408209531538936e-05,1.69594e-05,276888,4.1186e-05,-3.2879e-05,1
2.4248864086293507e-05,2.935e-05,277168,5.8979e-05,-4.4923e-05,1
1.1911587152204901e-05,1.7479e-05,277805,3.544e-05,-2.3798e-05,1
2.5804305417681833e-05,3.51051e-05,280715,5.0446e-05,-5.305e-05,0
2.2544568565946765e-05,1.4893000000000001e-05,280751,3.361e-05,-4.2112e-05,1
9.734847239758995e-06,1.70707e-05,280827,3.426e-05,-8.8886e-06,1
9.210002280721788e-06,2.35919e-05,282619,3.1033e-05,-1.9599e-05,1
2.878906374313488e-05,6.849699999999999e-05,284586,9.1454e-05,-6.5067e-05,0
2.5268793163415493e-05,6.226800000000001e-05,285438,8.3986e-05,-6.3507e-05,0
2.143521605601775e-05,4.42581e-05,288904,6.7001e-05,-5.3068e-05,0
1.021348568605474e-05,1.828793e-05,289288,3.0688e-05,-1.6279e-05,1
2.2424825221552514e-05,5.4685e-05,290167,7.3967e-05,-5.1134e-05,0
2.28889287347952e-05,5.17278e-05,292071,7.3521e-05,-5.1582e-05,0
2.6671349519828796e-05,5.8027e-05,293883,7.77e-05,-5.4563e-05,0
2.7344359564473744e-05,5.0565e-05,294849,8.2025e-05,-5.3032e-05,0
2.6877844381735963e-05,5.0625e-05,298964,7.9548e-05,-5.116e-05,0
2.564717919447297e-05,5.69172e-05,300860,7.8681e-05,-5.6642e-05,0
1.2646405120370505e-05,2.57639e-05,302201,3.1097e-05,-2.5084e-05,1
1.3251082720161413e-05,2.7299e-05,302544,3.8602e-05,-2.7001e-05,1
2.2844877198329108e-05,5.5033e-05,302724,7.0339e-05,-5.8846e-05,0
1.1276801813217762e-05,1.4761500000000001e-05,303142,3.0837e-05,-2.2178e-05,1
1.2670530663887567e-05,2.63704e-05,304086,3.2571e-05,-2.6303e-05,1
1.0096001322088717e-05,1.438e-05,305413,3.2427e-05,-1.4887e-05,1
2.621688267434735e-05,5.6370000000000004e-05,305683,7.2993e-05,-6.1478e-05,0
1.0289357946702627e-05,1.65917e-05,306177,3.0614e-05,-2.442e-05,1
1.7629722853390758e-05,3.55122e-05,306254,4.5465e-05,-4.374e-05,0
2.4772890875917978e-05,5.923e-05,306334,7.2629e-05,-6.4366e-05,0
1.1479422058924e-05,1.05815e-05,306446,3.0416e-05,-1.7989e-05,1
2.825418894727838e-05,6.663599999999999e-05,307199,8.7257e-05,-6.8508e-05,0
2.4233216034333858e-05,4.6838999999999997e-05,307443,6.1802e-05,-6.0408e-05,0
1.3419120395567025e-05,1.64189e-05,307602,4.0029e-05,-2.3391e-05,1
1.1712129027958401e-05,1.83505e-05,307689,3.6263e-05,-1.9276e-05,1
1.357778850149323e-05,2.6395700000000002e-05,309156,3.7464e-05,-2.4569e-05,1
2.8035868198513243e-05,6.04343e-05,309339,9.5904e-05,-5.844e-05,0
2.2903685809076897e-05,5.3378e-05,309742,5.7679e-05,-6.2594e-05,0
2.4689077639255495e-05,5.4156e-05,310383,8.3714e-05,-5.6582e-05,0
1.2850295838206352e-05,1.3977000000000002e-05,311053,3.1337e-05,-2.2254e-05,1
2.3130114171548227e-05,5.2867999999999996e-05,311543,6.2926e-05,-6.7019e-05,0
1.1842098211316932e-05,1.74963e-05,311698,3.2644e-05,-2.0363e-05,1
2.7798159531849218e-05,5.7859e-05,314563,9.6768e-05,-5.9126e-05,0
1.1866694958929389e-05,1.26687e-05,315223,3.2209e-05,-2.6195e-05,1
2.546635790645823e-05,6.009e-05,316441,8.5793e-05,-6.6689e-05,0
2.745532871618905e-05,5.4012e-05,317499,7.2807e-05,-6.0875e-05,0
2.116105472042088e-05,3.19168e-05,317524,5.6692e-05,-5.8119e-05,1
1.2729179778742037e-05,2.6225e-05,319336,3.739e-05,-2.1934e-05,1
3.1026586915043e-05,6.2366e-05,319861,9.5318e-05,-6.0973e-05,0
1.096502274681461e-05,1.87539e-05,322199,3.0383e-05,-2.2985e-05,1
2.630932783701866e-05,6.46765e-05,322232,8.7623e-05,-5.4645e-05,0
9.753886324322198e-06,1.87685e-05,322478,3.3014e-05,-1.4666e-05,1
1.2050648279370473e-05,2.26114e-05,322994,3.0943e-05,-2.4071e-05,1
1.1840888180313522e-05,2.23011e-05,323523,3.094e-05,-3.3742e-05,1
2.2996432173384527e-05,5.73496e-05,324412,6.053e-05,-6.0956e-05,0
9.88142331605223e-06,1.71487e-05,325256,3.0308e-05,-1.426e-05,1
8.35486399912342e-06,1.6869e-05,325461,3.0382e-05,-8.2702e-06,1
2.86779119449188e-05,3.68956e-05,325998,7.9634e-05,-3.9738e-05,0
2.943903601975027e-05,6.37687e-05,326381,9.4068e-05,-7.412e-05,0
